id_voto;dpi_ciudadano;mesa_id;fecha_hora;
1891;3121600000000;84;2023-06-25 06:17:00;
1892;1414330000000;62;2023-06-25 13:37:00;
1893;6719990000000;17;2023-06-25 12:59:00;
1894;6561110000000;60;2023-06-25 07:15:00;
1895;7324870000000;12;2023-06-25 19:26:00;
1896;8792270000000;75;2023-06-25 06:07:00;
1897;8787370000000;65;2023-06-25 14:41:00;
1898;1749200000000;90;2023-06-25 16:16:00;
1899;3360840000000;71;2023-06-25 18:12:00;
1900;3200940000000;10;2023-06-25 16:14:00;
1901;3596690000000;1;2023-06-25 06:12:00;
1902;4310490000000;33;2023-06-25 18:57:00;
1903;4801790000000;65;2023-06-25 06:37:00;
1904;9352410000000;74;2023-06-25 19:32:00;
1905;5953850000000;31;2023-06-25 12:35:00;
1906;8559490000000;26;2023-06-25 16:08:00;
1907;5261200000000;17;2023-06-25 15:56:00;
1908;7187900000000;81;2023-06-25 08:38:00;
1909;8740960000000;48;2023-06-25 13:38:00;
1910;1851510000000;94;2023-06-25 12:48:00;
1911;8690460000000;14;2023-06-25 10:14:00;
1912;8686070000000;72;2023-06-25 13:23:00;
1913;3908810000000;32;2023-06-25 12:16:00;
1914;3516480000000;9;2023-06-25 11:53:00;
1915;9185140000000;88;2023-06-25 17:47:00;
1916;8055090000000;94;2023-06-25 10:02:00;
1917;8662580000000;28;2023-06-25 07:19:00;
1918;2513240000000;6;2023-06-25 09:11:00;
1919;8203310000000;7;2023-06-25 11:40:00;
1920;8116410000000;48;2023-06-25 09:01:00;
1921;6174270000000;31;2023-06-25 09:18:00;
1922;9597060000000;86;2023-06-25 18:36:00;
1923;3284640000000;76;2023-06-25 09:25:00;
1924;6081120000000;66;2023-06-25 09:23:00;
1925;4477300000000;29;2023-06-25 17:36:00;
1926;2997080000000;6;2023-06-25 10:32:00;
1927;2782940000000;96;2023-06-25 08:49:00;
1928;2015520000000;76;2023-06-25 19:39:00;
1929;6283950000000;81;2023-06-25 05:37:00;
1930;6293020000000;20;2023-06-25 13:00:00;
1931;4746230000000;24;2023-06-25 13:26:00;
1932;8372690000000;71;2023-06-25 18:53:00;
1933;1809380000000;4;2023-06-25 07:52:00;
1934;7318870000000;90;2023-06-25 06:46:00;
1935;1418400000000;60;2023-06-25 18:22:00;
1936;6848400000000;11;2023-06-25 17:04:00;
1937;3368590000000;75;2023-06-25 17:21:00;
1938;1290020000000;11;2023-06-25 15:12:00;
1939;1703880000000;23;2023-06-25 10:32:00;
1940;7024200000000;11;2023-06-25 05:28:00;
1941;6120610000000;18;2023-06-25 14:58:00;
1942;8015280000000;55;2023-06-25 05:57:00;
1943;7045660000000;40;2023-06-25 14:37:00;
1944;7988280000000;38;2023-06-25 08:14:00;
1945;1718140000000;90;2023-06-25 10:28:00;
1946;7342700000000;66;2023-06-25 13:00:00;
1947;3356400000000;88;2023-06-25 13:09:00;
1948;2028290000000;56;2023-06-25 11:50:00;
1949;2597940000000;100;2023-06-25 08:28:00;
1950;1252070000000;25;2023-06-25 13:51:00;
1951;9446060000000;78;2023-06-25 07:06:00;
1952;7731560000000;1;2023-06-25 11:13:00;
1953;5834040000000;2;2023-06-25 13:13:00;
1954;9113540000000;63;2023-06-25 12:42:00;
1955;3991390000000;5;2023-06-25 18:50:00;
1956;7332950000000;92;2023-06-25 08:22:00;
1957;6432080000000;27;2023-06-25 14:50:00;
1958;7171830000000;79;2023-06-25 06:29:00;
1959;9634050000000;16;2023-06-25 06:54:00;
1960;5192060000000;73;2023-06-25 19:27:00;
1961;7293470000000;51;2023-06-25 19:33:00;
1962;8661840000000;35;2023-06-25 05:43:00;
1963;6975820000000;5;2023-06-25 19:02:00;
1964;1222980000000;56;2023-06-25 19:41:00;
1965;2464570000000;23;2023-06-25 09:54:00;
1966;1618710000000;7;2023-06-25 11:41:00;
1967;5530140000000;85;2023-06-25 16:43:00;
1968;6602750000000;40;2023-06-25 07:33:00;
1969;6026830000000;45;2023-06-25 18:15:00;
1970;2678860000000;67;2023-06-25 11:50:00;
1971;2756250000000;33;2023-06-25 07:34:00;
1972;6203400000000;11;2023-06-25 16:19:00;
1973;6845340000000;66;2023-06-25 18:52:00;
1974;3994100000000;42;2023-06-25 13:30:00;
1975;3841820000000;60;2023-06-25 15:21:00;
1976;7640450000000;50;2023-06-25 19:25:00;
1977;8064510000000;9;2023-06-25 14:33:00;
1978;8663370000000;99;2023-06-25 17:54:00;
1979;8557330000000;27;2023-06-25 14:11:00;
1980;8894810000000;3;2023-06-25 09:42:00;
1981;2329180000000;13;2023-06-25 11:28:00;
1982;3578990000000;99;2023-06-25 10:56:00;
1983;9668180000000;5;2023-06-25 08:09:00;
1984;3246480000000;51;2023-06-25 19:36:00;
1985;5134830000000;45;2023-06-25 12:53:00;
1986;7127260000000;92;2023-06-25 18:23:00;
1987;4989640000000;55;2023-06-25 14:11:00;
1988;6469970000000;62;2023-06-25 19:03:00;
1989;9647020000000;63;2023-06-25 12:19:00;
1990;2190950000000;54;2023-06-25 05:20:00;
1991;3225500000000;56;2023-06-25 07:38:00;
1992;2283590000000;62;2023-06-25 10:09:00;
1993;9035090000000;36;2023-06-25 12:08:00;
1994;2177870000000;15;2023-06-25 15:21:00;
1995;5802690000000;50;2023-06-25 07:23:00;
1996;4388720000000;15;2023-06-25 15:22:00;
1997;9089310000000;78;2023-06-25 16:11:00;
1998;3619290000000;37;2023-06-25 15:55:00;
1999;1858160000000;28;2023-06-25 14:12:00;
2000;4158180000000;6;2023-06-25 13:07:00;
2001;5116050000000;20;2023-06-25 11:31:00;
2002;7678520000000;67;2023-06-25 19:15:00;
2003;8172420000000;26;2023-06-25 06:18:00;
2004;9564200000000;14;2023-06-25 11:36:00;
2005;9178340000000;16;2023-06-25 10:44:00;
2006;7863790000000;42;2023-06-25 18:22:00;
2007;2582320000000;98;2023-06-25 19:02:00;
2008;5490390000000;3;2023-06-25 06:39:00;
2009;5915820000000;60;2023-06-25 10:39:00;
2010;1015950000000;60;2023-06-25 17:42:00;
2011;8394050000000;71;2023-06-25 18:06:00;
2012;3842260000000;33;2023-06-25 18:48:00;
2013;5791420000000;64;2023-06-25 14:52:00;
2014;6106240000000;46;2023-06-25 16:56:00;
2015;4515480000000;25;2023-06-25 11:02:00;
2016;3699050000000;88;2023-06-25 15:42:00;
2017;6151250000000;12;2023-06-25 15:22:00;
2018;3461700000000;16;2023-06-25 05:49:00;
2019;2460470000000;10;2023-06-25 15:28:00;
2020;1284130000000;49;2023-06-25 10:10:00;
2021;4757830000000;17;2023-06-25 18:04:00;
2022;7245960000000;23;2023-06-25 08:22:00;
2023;4071010000000;29;2023-06-25 07:17:00;
2024;1002330000000;16;2023-06-25 11:01:00;
2025;9589670000000;34;2023-06-25 17:05:00;
2026;6206540000000;13;2023-06-25 06:01:00;
2027;4039560000000;99;2023-06-25 10:30:00;
2028;9491170000000;50;2023-06-25 08:48:00;
2029;5944630000000;99;2023-06-25 17:15:00;
2030;6410410000000;30;2023-06-25 13:12:00;
2031;5240050000000;86;2023-06-25 07:31:00;
2032;7381410000000;96;2023-06-25 17:46:00;
2033;8003560000000;35;2023-06-25 18:04:00;
2034;6292670000000;28;2023-06-25 07:45:00;
2035;6653700000000;77;2023-06-25 07:44:00;
2036;9202990000000;69;2023-06-25 14:57:00;
2037;4275230000000;26;2023-06-25 11:17:00;
2038;3751020000000;91;2023-06-25 05:06:00;
2039;7652670000000;82;2023-06-25 08:53:00;
2040;5754980000000;35;2023-06-25 09:56:00;
2041;3370340000000;67;2023-06-25 08:34:00;
2042;7643300000000;3;2023-06-25 08:10:00;
2043;8712580000000;39;2023-06-25 13:22:00;
2044;3306580000000;82;2023-06-25 12:17:00;
2045;1311350000000;39;2023-06-25 18:00:00;
2046;5146600000000;40;2023-06-25 09:35:00;
2047;3730470000000;20;2023-06-25 06:50:00;
2048;3220420000000;39;2023-06-25 11:52:00;
2049;1563730000000;2;2023-06-25 13:56:00;
2050;4372960000000;18;2023-06-25 05:59:00;
2051;8890990000000;25;2023-06-25 06:47:00;
2052;8958120000000;49;2023-06-25 13:28:00;
2053;3541920000000;59;2023-06-25 15:56:00;
2054;8877430000000;47;2023-06-25 08:20:00;
2055;9719000000000;49;2023-06-25 16:50:00;
2056;7657240000000;49;2023-06-25 18:47:00;
2057;3894490000000;5;2023-06-25 11:07:00;
2058;4592690000000;29;2023-06-25 08:46:00;
2059;8962240000000;178;2023-06-25 16:55:00;
2060;6659330000000;173;2023-06-25 09:16:00;
2061;7770820000000;159;2023-06-25 11:52:00;
2062;1304710000000;180;2023-06-25 13:09:00;
2063;2152390000000;191;2023-06-25 05:40:00;
2064;6775200000000;148;2023-06-25 13:37:00;
2065;5118560000000;182;2023-06-25 06:02:00;
2066;4166870000000;104;2023-06-25 14:32:00;
2067;6039720000000;167;2023-06-25 17:41:00;
2068;7755710000000;187;2023-06-25 16:12:00;
2069;9245200000000;168;2023-06-25 18:44:00;
2070;1483720000000;177;2023-06-25 11:25:00;
2071;2367370000000;191;2023-06-25 15:50:00;
2072;9857730000000;175;2023-06-25 08:10:00;
2073;5457520000000;102;2023-06-25 16:27:00;
2074;3504000000000;185;2023-06-25 19:39:00;
2075;9747170000000;191;2023-06-25 06:57:00;
2076;9164040000000;122;2023-06-25 07:28:00;
2077;9892690000000;193;2023-06-25 11:06:00;
2078;5307330000000;163;2023-06-25 08:54:00;
2079;8284640000000;170;2023-06-25 13:44:00;
2080;6279930000000;163;2023-06-25 08:07:00;
2081;5062870000000;190;2023-06-25 09:35:00;
2082;6965170000000;139;2023-06-25 07:20:00;
2083;9838820000000;156;2023-06-25 13:47:00;
2084;2289440000000;194;2023-06-25 06:42:00;
2085;8903090000000;121;2023-06-25 07:53:00;
2086;2751380000000;154;2023-06-25 19:08:00;
2087;3236470000000;100;2023-06-25 06:21:00;
2088;8972060000000;157;2023-06-25 09:41:00;
2089;1430930000000;192;2023-06-25 10:21:00;
2090;6380950000000;149;2023-06-25 10:00:00;
2091;6045550000000;196;2023-06-25 15:16:00;
2092;7657160000000;118;2023-06-25 12:20:00;
2093;6575630000000;139;2023-06-25 06:56:00;
2094;5236330000000;121;2023-06-25 07:07:00;
2095;2367740000000;126;2023-06-25 17:53:00;
2096;5390580000000;100;2023-06-25 13:46:00;
2097;4130140000000;134;2023-06-25 15:54:00;
2098;5352120000000;165;2023-06-25 19:07:00;
2099;9143330000000;197;2023-06-25 16:40:00;
2100;5634940000000;117;2023-06-25 10:24:00;
2101;8606090000000;117;2023-06-25 11:32:00;
2102;7704910000000;101;2023-06-25 08:26:00;
2103;6748920000000;171;2023-06-25 13:26:00;
2104;4703710000000;145;2023-06-25 19:47:00;
2105;5237150000000;127;2023-06-25 17:23:00;
2106;1655630000000;114;2023-06-25 18:10:00;
2107;3228780000000;143;2023-06-25 06:00:00;
2108;1864540000000;192;2023-06-25 18:28:00;
2109;8048070000000;100;2023-06-25 10:57:00;
2110;1448330000000;134;2023-06-25 06:51:00;
2111;7760140000000;189;2023-06-25 05:27:00;
2112;1632790000000;128;2023-06-25 15:58:00;
2113;3511890000000;171;2023-06-25 15:22:00;
2114;8848280000000;126;2023-06-25 10:29:00;
2115;6028980000000;162;2023-06-25 05:32:00;
2116;4025790000000;139;2023-06-25 19:12:00;
2117;1555580000000;188;2023-06-25 15:09:00;
2118;4524070000000;191;2023-06-25 07:52:00;
2119;8996010000000;189;2023-06-25 10:14:00;
2120;4526040000000;172;2023-06-25 19:28:00;
2121;1793920000000;167;2023-06-25 05:33:00;
2122;6036600000000;169;2023-06-25 17:18:00;
2123;7547480000000;156;2023-06-25 15:28:00;
2124;9103900000000;110;2023-06-25 15:02:00;
2125;2400810000000;115;2023-06-25 14:46:00;
2126;7939650000000;196;2023-06-25 13:17:00;
2127;5897080000000;162;2023-06-25 06:20:00;
2128;7628070000000;103;2023-06-25 19:20:00;
2129;4692850000000;188;2023-06-25 06:54:00;
2130;5830440000000;108;2023-06-25 12:57:00;
2131;6969600000000;173;2023-06-25 13:46:00;
2132;1510450000000;115;2023-06-25 13:47:00;
2133;7358540000000;129;2023-06-25 16:30:00;
2134;3041590000000;171;2023-06-25 10:07:00;
2135;7329000000000;150;2023-06-25 06:17:00;
2136;1970370000000;106;2023-06-25 15:04:00;
2137;8663150000000;150;2023-06-25 12:36:00;
2138;5326170000000;173;2023-06-25 06:38:00;
2139;9678850000000;179;2023-06-25 05:16:00;
2140;6102730000000;122;2023-06-25 05:39:00;
2141;9787190000000;180;2023-06-25 18:34:00;
2142;2977370000000;167;2023-06-25 14:47:00;
2143;4045510000000;139;2023-06-25 18:19:00;
2144;1288550000000;132;2023-06-25 06:55:00;
2145;9839530000000;135;2023-06-25 08:22:00;
2146;5844340000000;170;2023-06-25 10:52:00;
2147;4107710000000;145;2023-06-25 06:08:00;
2148;6166070000000;168;2023-06-25 17:34:00;
2149;4463590000000;172;2023-06-25 17:59:00;
2150;5423040000000;161;2023-06-25 12:47:00;
2151;7305030000000;139;2023-06-25 07:21:00;
2152;9751040000000;145;2023-06-25 05:42:00;
2153;7060670000000;171;2023-06-25 09:59:00;
2154;5632750000000;150;2023-06-25 08:31:00;
2155;7924510000000;154;2023-06-25 10:35:00;
2156;9423610000000;195;2023-06-25 08:56:00;
2157;8745920000000;103;2023-06-25 17:07:00;
2158;5888990000000;200;2023-06-25 10:00:00;
2159;9398390000000;193;2023-06-25 10:17:00;
2160;3626550000000;169;2023-06-25 10:03:00;
2161;2737470000000;145;2023-06-25 09:50:00;
2162;6735120000000;180;2023-06-25 16:22:00;
2163;6484170000000;150;2023-06-25 09:20:00;
2164;1022300000000;188;2023-06-25 17:45:00;
2165;8705010000000;109;2023-06-25 14:31:00;
2166;5290460000000;164;2023-06-25 06:58:00;
2167;9548090000000;168;2023-06-25 09:22:00;
2168;9097650000000;144;2023-06-25 06:21:00;
2169;6392020000000;188;2023-06-25 14:54:00;
2170;9388660000000;106;2023-06-25 13:23:00;
2171;4201460000000;191;2023-06-25 17:02:00;
2172;6754920000000;139;2023-06-25 13:36:00;
2173;5468380000000;165;2023-06-25 16:37:00;
2174;1706820000000;176;2023-06-25 09:54:00;
2175;1535450000000;161;2023-06-25 12:00:00;
2176;1465290000000;141;2023-06-25 12:37:00;
2177;3146040000000;123;2023-06-25 06:52:00;
2178;3722010000000;187;2023-06-25 12:07:00;
2179;8954380000000;196;2023-06-25 15:49:00;
2180;9632420000000;157;2023-06-25 07:33:00;
2181;6176080000000;146;2023-06-25 19:42:00;
2182;9930430000000;108;2023-06-25 10:51:00;
2183;2023250000000;190;2023-06-25 16:44:00;
2184;2222400000000;125;2023-06-25 11:30:00;
2185;3945130000000;122;2023-06-25 13:50:00;
2186;8168310000000;158;2023-06-25 17:29:00;
2187;8680380000000;120;2023-06-25 05:15:00;
2188;3577200000000;125;2023-06-25 05:59:00;
2189;9414400000000;110;2023-06-25 09:04:00;
2190;6919760000000;182;2023-06-25 10:18:00;
2191;3576550000000;134;2023-06-25 12:08:00;
2192;4542050000000;131;2023-06-25 12:47:00;
2193;2817470000000;179;2023-06-25 14:13:00;
2194;6470670000000;159;2023-06-25 08:18:00;
2195;9573160000000;192;2023-06-25 12:29:00;
2196;9846640000000;171;2023-06-25 18:35:00;
2197;8558110000000;155;2023-06-25 08:34:00;
2198;8390960000000;162;2023-06-25 16:05:00;
2199;1050800000000;131;2023-06-25 18:56:00;
2200;8528840000000;103;2023-06-25 11:53:00;
2201;9004340000000;150;2023-06-25 06:05:00;
2202;5179390000000;126;2023-06-25 10:47:00;
2203;5795510000000;119;2023-06-25 17:42:00;
2204;2062490000000;151;2023-06-25 12:35:00;
2205;9874770000000;128;2023-06-25 07:19:00;
2206;9836670000000;164;2023-06-25 19:46:00;
2207;8522280000000;117;2023-06-25 05:59:00;
2208;9214540000000;154;2023-06-25 08:22:00;
2209;3777790000000;105;2023-06-25 10:24:00;
2210;9426200000000;172;2023-06-25 14:03:00;
2211;2554950000000;170;2023-06-25 18:47:00;
2212;2555840000000;185;2023-06-25 08:57:00;
2213;5464330000000;141;2023-06-25 19:02:00;
2214;9536810000000;141;2023-06-25 15:30:00;
2215;1668890000000;168;2023-06-25 16:53:00;
2216;2487280000000;189;2023-06-25 12:26:00;
2217;5828700000000;182;2023-06-25 08:22:00;
2218;8263090000000;200;2023-06-25 05:04:00;
2219;2474560000000;128;2023-06-25 08:35:00;
2220;6908040000000;113;2023-06-25 13:38:00;
2221;1202430000000;135;2023-06-25 07:48:00;
2222;1347370000000;159;2023-06-25 08:33:00;
2223;2709260000000;138;2023-06-25 05:17:00;
2224;4830910000000;193;2023-06-25 11:31:00;
2225;3981380000000;169;2023-06-25 09:48:00;
2226;6210250000000;129;2023-06-25 14:41:00;
2227;7881940000000;183;2023-06-25 19:05:00;
2228;1455200000000;115;2023-06-25 06:08:00;
2229;7001480000000;113;2023-06-25 14:16:00;
2230;6965850000000;191;2023-06-25 05:58:00;
2231;5062190000000;131;2023-06-25 15:40:00;
2232;3781940000000;108;2023-06-25 10:39:00;
2233;9265220000000;110;2023-06-25 13:15:00;
2234;9150210000000;174;2023-06-25 10:46:00;
2235;9008980000000;198;2023-06-25 14:12:00;
2236;5688100000000;129;2023-06-25 09:31:00;
2237;4059940000000;125;2023-06-25 07:50:00;
2238;6018400000000;162;2023-06-25 19:07:00;
2239;6803840000000;126;2023-06-25 05:29:00;
2240;9243280000000;180;2023-06-25 19:14:00;
2241;8604780000000;127;2023-06-25 12:18:00;
2242;2431560000000;156;2023-06-25 15:43:00;
2243;9765240000000;150;2023-06-25 05:18:00;
2244;4106020000000;142;2023-06-25 13:55:00;
2245;6442930000000;188;2023-06-25 14:32:00;
2246;5703330000000;132;2023-06-25 14:12:00;
2247;4697770000000;184;2023-06-25 05:20:00;
2248;3644540000000;136;2023-06-25 15:08:00;
2249;5867470000000;155;2023-06-25 07:15:00;
2250;6892570000000;195;2023-06-25 06:36:00;
2251;2870090000000;135;2023-06-25 06:49:00;
2252;5359990000000;163;2023-06-25 18:00:00;
2253;2455210000000;165;2023-06-25 10:55:00;
2254;3591230000000;120;2023-06-25 06:53:00;
2255;9814830000000;163;2023-06-25 18:37:00;
2256;9658050000000;119;2023-06-25 07:07:00;
2257;6316320000000;135;2023-06-25 07:01:00;
2258;9367130000000;108;2023-06-25 11:09:00;
2259;9074570000000;149;2023-06-25 05:22:00;
2260;1043520000000;100;2023-06-25 16:33:00;
2261;4922000000000;123;2023-06-25 15:12:00;
2262;4256780000000;118;2023-06-25 18:48:00;
2263;4954930000000;119;2023-06-25 17:43:00;
2264;7981220000000;125;2023-06-25 12:14:00;
2265;3353380000000;185;2023-06-25 13:21:00;
2266;9967610000000;190;2023-06-25 09:21:00;
2267;2506690000000;103;2023-06-25 14:14:00;
2268;6811140000000;170;2023-06-25 14:20:00;
2269;1843200000000;200;2023-06-25 16:56:00;
2270;1216060000000;155;2023-06-25 06:44:00;
2271;9304890000000;123;2023-06-25 05:40:00;
2272;6099430000000;111;2023-06-25 12:09:00;
2273;4574050000000;111;2023-06-25 05:52:00;
2274;2999460000000;132;2023-06-25 17:38:00;
2275;9424250000000;162;2023-06-25 16:34:00;
2276;7187630000000;158;2023-06-25 12:49:00;
2277;4926240000000;173;2023-06-25 09:49:00;
2278;6454700000000;173;2023-06-25 05:33:00;
2279;8948500000000;149;2023-06-25 06:40:00;
2280;7340000000000;198;2023-06-25 16:52:00;
2281;3121100000000;129;2023-06-25 05:14:00;
2282;7268050000000;115;2023-06-25 13:01:00;
2283;6032540000000;114;2023-06-25 19:22:00;
2284;8052650000000;100;2023-06-25 08:06:00;
2285;9413410000000;137;2023-06-25 05:07:00;
2286;4947980000000;137;2023-06-25 10:24:00;
2287;7655260000000;194;2023-06-25 14:08:00;
2288;1678360000000;102;2023-06-25 14:58:00;
2289;5166420000000;116;2023-06-25 07:39:00;
2290;4757170000000;173;2023-06-25 19:17:00;
2291;2054030000000;115;2023-06-25 09:37:00;
2292;7278790000000;123;2023-06-25 13:17:00;
2293;1665290000000;146;2023-06-25 17:08:00;
2294;7438100000000;104;2023-06-25 10:35:00;
2295;7855390000000;126;2023-06-25 17:59:00;
2296;3594330000000;171;2023-06-25 07:44:00;
2297;9954880000000;196;2023-06-25 07:19:00;
2298;7027360000000;136;2023-06-25 12:10:00;
2299;3073430000000;158;2023-06-25 05:39:00;
2300;3677740000000;186;2023-06-25 12:27:00;
2301;7107940000000;199;2023-06-25 09:11:00;
2302;8510240000000;165;2023-06-25 10:57:00;
2303;7381880000000;125;2023-06-25 08:14:00;
2304;5329820000000;187;2023-06-25 05:51:00;
2305;3715090000000;168;2023-06-25 16:42:00;
2306;9349250000000;101;2023-06-25 06:26:00;
2307;8983030000000;163;2023-06-25 09:47:00;
2308;8154390000000;141;2023-06-25 15:59:00;
2309;8645940000000;181;2023-06-25 18:41:00;
2310;1497910000000;100;2023-06-25 13:00:00;
2311;1731610000000;175;2023-06-25 14:16:00;
2312;1083790000000;162;2023-06-25 10:39:00;
2313;8793700000000;225;2023-06-25 14:31:00;
2314;1577490000000;283;2023-06-25 12:46:00;
2315;8067370000000;297;2023-06-25 08:24:00;
2316;4255510000000;276;2023-06-25 19:46:00;
2317;3959770000000;237;2023-06-25 05:02:00;
2318;9226470000000;267;2023-06-25 14:12:00;
2319;3520190000000;269;2023-06-25 05:08:00;
2320;9454030000000;227;2023-06-25 09:35:00;
2321;4158370000000;240;2023-06-25 12:30:00;
2322;1215470000000;280;2023-06-25 05:21:00;
2323;6580590000000;225;2023-06-25 08:32:00;
2324;6584930000000;223;2023-06-25 06:42:00;
2325;2277770000000;246;2023-06-25 16:04:00;
2326;4192160000000;216;2023-06-25 17:34:00;
2327;8030500000000;231;2023-06-25 06:36:00;
2328;2004220000000;288;2023-06-25 05:42:00;
2329;8197820000000;208;2023-06-25 17:16:00;
2330;3096340000000;285;2023-06-25 07:39:00;
2331;6763680000000;209;2023-06-25 09:38:00;
2332;7583540000000;281;2023-06-25 06:19:00;
2333;6765570000000;230;2023-06-25 10:33:00;
2334;9177250000000;266;2023-06-25 10:13:00;
2335;2400830000000;293;2023-06-25 10:49:00;
2336;5044690000000;232;2023-06-25 14:42:00;
2337;6217470000000;209;2023-06-25 15:54:00;
2338;3563060000000;225;2023-06-25 16:13:00;
2339;3659080000000;264;2023-06-25 18:54:00;
2340;1617900000000;221;2023-06-25 07:00:00;
2341;4814880000000;214;2023-06-25 08:33:00;
2342;2835820000000;297;2023-06-25 09:07:00;
2343;9778390000000;256;2023-06-25 05:07:00;
2344;1886310000000;215;2023-06-25 05:00:00;
2345;6788870000000;213;2023-06-25 12:50:00;
2346;6963690000000;270;2023-06-25 08:24:00;
2347;9585600000000;237;2023-06-25 13:08:00;
2348;4842650000000;232;2023-06-25 16:26:00;
2349;2722700000000;231;2023-06-25 17:00:00;
2350;2329000000000;258;2023-06-25 06:26:00;
2351;3768320000000;256;2023-06-25 06:17:00;
2352;2734350000000;214;2023-06-25 10:07:00;
2353;2886110000000;278;2023-06-25 12:14:00;
2354;8250030000000;241;2023-06-25 06:47:00;
2355;7159840000000;202;2023-06-25 15:17:00;
2356;5873200000000;202;2023-06-25 06:25:00;
2357;7950980000000;271;2023-06-25 05:35:00;
2358;1191120000000;270;2023-06-25 06:03:00;
2359;1342830000000;260;2023-06-25 05:34:00;
2360;7521790000000;202;2023-06-25 07:19:00;
2361;5389890000000;246;2023-06-25 17:36:00;
2362;5375340000000;250;2023-06-25 12:07:00;
2363;2329980000000;236;2023-06-25 18:14:00;
2364;6567010000000;208;2023-06-25 05:40:00;
2365;4139560000000;237;2023-06-25 10:05:00;
2366;5132300000000;254;2023-06-25 12:08:00;
2367;8043180000000;294;2023-06-25 05:35:00;
2368;1851640000000;243;2023-06-25 18:28:00;
2369;8232710000000;250;2023-06-25 14:10:00;
2370;1752290000000;241;2023-06-25 15:28:00;
2371;2972540000000;205;2023-06-25 07:51:00;
2372;5274640000000;238;2023-06-25 10:35:00;
2373;4055490000000;282;2023-06-25 12:37:00;
2374;2285610000000;216;2023-06-25 06:18:00;
2375;7371840000000;231;2023-06-25 16:07:00;
2376;1641550000000;237;2023-06-25 09:46:00;
2377;1293510000000;235;2023-06-25 18:27:00;
2378;4022620000000;261;2023-06-25 17:42:00;
2379;1121190000000;277;2023-06-25 05:40:00;
2380;4425340000000;299;2023-06-25 13:58:00;
2381;5133430000000;205;2023-06-25 07:47:00;
2382;3410120000000;226;2023-06-25 06:28:00;
2383;9789820000000;218;2023-06-25 17:31:00;
2384;4952790000000;210;2023-06-25 18:26:00;
2385;7364110000000;210;2023-06-25 11:02:00;
2386;4540520000000;277;2023-06-25 11:17:00;
2387;4259070000000;257;2023-06-25 14:00:00;
2388;2961960000000;265;2023-06-25 05:28:00;
2389;8009840000000;298;2023-06-25 14:35:00;
2390;3999880000000;281;2023-06-25 10:17:00;
2391;5036760000000;211;2023-06-25 12:08:00;
2392;2670170000000;269;2023-06-25 16:42:00;
2393;6997160000000;208;2023-06-25 06:14:00;
2394;9642460000000;269;2023-06-25 14:27:00;
2395;5220190000000;275;2023-06-25 09:26:00;
2396;7308770000000;222;2023-06-25 08:03:00;
2397;4059740000000;253;2023-06-25 17:45:00;
2398;1282200000000;261;2023-06-25 17:30:00;
2399;6738320000000;219;2023-06-25 19:34:00;
2400;3704050000000;280;2023-06-25 19:05:00;
2401;6208920000000;262;2023-06-25 19:05:00;
2402;9654640000000;240;2023-06-25 09:31:00;
2403;8534800000000;204;2023-06-25 17:14:00;
2404;6207960000000;296;2023-06-25 13:48:00;
2405;4049950000000;240;2023-06-25 06:14:00;
2406;3087560000000;266;2023-06-25 16:20:00;
2407;7482480000000;293;2023-06-25 19:56:00;
2408;7583710000000;262;2023-06-25 18:18:00;
2409;7881790000000;248;2023-06-25 05:38:00;
2410;7581310000000;283;2023-06-25 17:16:00;
2411;5594210000000;259;2023-06-25 14:17:00;
2412;3587800000000;283;2023-06-25 14:53:00;
2413;6701880000000;262;2023-06-25 08:59:00;
2414;8506320000000;209;2023-06-25 11:11:00;
2415;4315480000000;247;2023-06-25 15:49:00;
2416;3241130000000;242;2023-06-25 15:10:00;
2417;1136730000000;264;2023-06-25 14:58:00;
2418;7178220000000;220;2023-06-25 12:34:00;
2419;2821100000000;239;2023-06-25 14:31:00;
2420;6459020000000;234;2023-06-25 13:59:00;
2421;2642270000000;299;2023-06-25 12:30:00;
2422;6472280000000;215;2023-06-25 19:48:00;
2423;8745430000000;285;2023-06-25 17:15:00;
2424;2668960000000;267;2023-06-25 08:18:00;
2425;9506910000000;210;2023-06-25 08:50:00;
2426;8454690000000;269;2023-06-25 09:23:00;
2427;7753220000000;259;2023-06-25 11:24:00;
2428;1363480000000;298;2023-06-25 17:05:00;
2429;2336060000000;281;2023-06-25 16:43:00;
2430;4507000000000;201;2023-06-25 13:55:00;
2431;8596310000000;212;2023-06-25 07:19:00;
2432;8772360000000;252;2023-06-25 11:23:00;
2433;4266040000000;259;2023-06-25 15:34:00;
2434;4085250000000;202;2023-06-25 10:01:00;
2435;7096740000000;279;2023-06-25 13:20:00;
2436;5547430000000;205;2023-06-25 12:32:00;
2437;8611400000000;216;2023-06-25 15:44:00;
2438;1490380000000;243;2023-06-25 05:08:00;
2439;3152570000000;203;2023-06-25 10:23:00;
2440;7635820000000;284;2023-06-25 18:58:00;
2441;9560440000000;227;2023-06-25 15:42:00;
2442;1116270000000;269;2023-06-25 05:37:00;
2443;3445060000000;217;2023-06-25 12:51:00;
2444;2068960000000;228;2023-06-25 05:33:00;
2445;9878140000000;227;2023-06-25 16:56:00;
2446;9323690000000;233;2023-06-25 16:13:00;
2447;3239730000000;229;2023-06-25 06:57:00;
2448;6447810000000;245;2023-06-25 19:52:00;
